0	-7.36879e-06	20
1.51515e-05	-1.43491e-07	20
3.0303e-05	-3.62558e-06	20
4.54545e-05	-1.42443e-07	20
6.06061e-05	-2.69033e-06	20
7.57576e-05	-1.41603e-07	20
9.09091e-05	-2.22298e-06	20
0.000106061	-1.40891e-07	20
0.000121212	-1.93107e-06	20
0.000136364	-1.40263e-07	20
0.000151515	-1.72686e-06	20
0.000166667	-1.39694e-07	20
0.000181818	-1.5738e-06	20
0.00019697	-1.39171e-07	20
0.000212121	-1.45361e-06	20
0.000227273	-1.38684e-07	20
0.000242424	-1.35601e-06	20
0.000257576	-1.38226e-07	20
0.000272727	-1.27474e-06	20
0.000287879	-1.37795e-07	20
0.00030303	-1.20569e-06	20
0.000318182	-1.37382e-07	20
0.000333333	-1.1461e-06	20
0.000348485	-1.36992e-07	20
0.000363636	-1.09399e-06	20
0.000378788	-1.36614e-07	20
0.000393939	-1.04792e-06	20
0.000409091	-1.36253e-07	20
0.000424242	-1.00681e-06	20
0.000439394	-1.35905e-07	20
0.000454545	-9.69838e-07	20
0.000469697	-1.35569e-07	20
0.000484848	-9.36352e-07	20
0.0005	-1.35241e-07	20
0.000515152	-9.05839e-07	20
0.000530303	-1.34925e-07	20
0.000545455	-8.77884e-07	20
0.000560606	-1.34616e-07	20
0.000575758	-8.52155e-07	20
0.000590909	-1.34317e-07	20
0.000606061	-8.28369e-07	20
0.000621212	-1.34024e-07	20
0.000636364	-8.06296e-07	20
0.000651515	-1.3374e-07	20
0.000666667	-7.85738e-07	20
0.000681818	-1.33461e-07	20
0.00069697	-7.66536e-07	20
0.000712121	-1.33189e-07	20
0.000727273	-7.48544e-07	20
0.000742424	-1.3292e-07	20
0.000757576	-7.31641e-07	20
0.000772727	-1.32659e-07	20
0.000787879	-7.15723e-07	20
0.00080303	-1.32402e-07	20
0.000818182	-7.007e-07	20
0.000833333	-1.3215e-07	20
0.000848485	-6.86488e-07	20
0.000863636	-1.31902e-07	20
0.000878788	-6.73019e-07	20
0.000893939	-1.31657e-07	20
0.000909091	-6.60233e-07	20
0.000924242	-1.31415e-07	20
0.000939394	-6.48069e-07	20
0.000954545	-1.31176e-07	20
0.000969697	-6.36483e-07	20
0.000984848	-1.30942e-07	20
0.001	-6.25428e-07	20
0.00101515	-1.30708e-07	20
0.0010303	-6.14867e-07	20
0.00104545	-1.30477e-07	20
0.00106061	-6.04762e-07	20
0.00107576	-1.30247e-07	20
