19.99	-3.29375e-09
19.98	-2.02933e-09
19.97	-2.06449e-09
19.96	-1.9327e-09
19.95	-1.89235e-09
19.94	-1.87244e-09
19.93	-1.84437e-09
19.92	-1.84743e-09
19.91	-1.83144e-09
19.9	-1.8421e-09
19.89	-1.83393e-09
19.88	-1.84749e-09
19.87	-1.8456e-09
19.86	-1.86095e-09
19.85	-1.86325e-09
19.84	-1.87935e-09
19.83	-1.88526e-09
19.82	-1.90161e-09
19.81	-1.90946e-09
19.8	-1.92694e-09
19.79	-1.93646e-09
19.78	-1.95536e-09
19.77	-1.96624e-09
19.76	-1.98428e-09
19.75	-1.99666e-09
19.74	-2.01605e-09
19.73	-2.02995e-09
19.72	-2.04956e-09
19.71	-2.06385e-09
19.7	-2.08407e-09
19.69	-2.09931e-09
19.68	-2.12055e-09
19.67	-2.13712e-09
19.66	-2.15735e-09
19.65	-2.17439e-09
19.64	-2.19641e-09
19.63	-2.21388e-09
19.62	-2.23621e-09
19.61	-2.25403e-09
19.6	-2.27726e-09
19.59	-2.29559e-09
19.58	-2.31864e-09
19.57	-2.33834e-09
19.56	-2.36243e-09
19.55	-2.3822e-09
19.54	-2.40654e-09
19.53	-2.42717e-09
19.52	-2.45204e-09
19.51	-2.47352e-09
19.5	-2.49777e-09
19.49	-2.52095e-09
19.48	-2.54621e-09
19.47	-2.56857e-09
19.46	-2.59515e-09
19.45	-2.61882e-09
19.44	-2.64475e-09
19.43	-2.66895e-09
19.42	-2.69598e-09
19.41	-2.72111e-09
19.4	-2.74824e-09
19.39	-2.7737e-09
19.38	-2.8011e-09
19.37	-2.82711e-09
19.36	-2.85529e-09
19.35	-2.88234e-09
19.34	-2.91126e-09
19.33	-2.93877e-09
19.32	-2.96848e-09
19.31	-2.99608e-09
19.3	-3.02697e-09
19.29	-3.05541e-09
19.28	-3.08597e-09
19.27	-3.11552e-09
19.26	-3.14703e-09
19.25	-3.17703e-09
19.24	-3.20842e-09
19.23	-3.23969e-09
19.22	-3.27269e-09
19.21	-3.30391e-09
19.2	-3.33674e-09
19.19	-3.36881e-09
19.18	-3.40302e-09
19.17	-3.4354e-09
19.16	-3.47054e-09
19.15	-3.50366e-09
19.14	-3.53917e-09
19.13	-3.57287e-09
19.12	-3.60886e-09
19.11	-3.64429e-09
19.1	-3.68057e-09
19.09	-3.71691e-09
19.08	-3.75379e-09
19.07	-3.7905e-09
19.06	-3.82932e-09
19.05	-3.86608e-09
19.04	-3.9055e-09
19.03	-3.94289e-09
19.02	-3.98262e-09
19.01	-4.02164e-09
19	-4.06276e-09
18.99	-4.10234e-09
18.98	-4.14397e-09
18.97	-4.18394e-09
18.96	-4.22595e-09
18.95	-4.26793e-09
18.94	-4.31098e-09
18.93	-4.35325e-09
18.92	-4.39689e-09
18.91	-4.43982e-09
18.9	-4.48444e-09
18.89	-4.52901e-09
18.88	-4.57474e-09
18.87	-4.61925e-09
18.86	-4.66566e-09
18.85	-4.71176e-09
18.84	-4.75958e-09
18.83	-4.80654e-09
18.82	-4.85505e-09
18.81	-4.90328e-09
18.8	-4.95268e-09
18.79	-5.00104e-09
18.78	-5.05172e-09
18.77	-5.10189e-09
18.76	-5.15232e-09
18.75	-5.20432e-09
18.74	-5.25617e-09
18.73	-5.30794e-09
18.72	-5.36151e-09
18.71	-5.41497e-09
18.7	-5.46903e-09
18.69	-5.52412e-09
18.68	-5.57906e-09
18.67	-5.63413e-09
18.66	-5.69098e-09
18.65	-5.74732e-09
18.64	-5.80555e-09
18.63	-5.86327e-09
18.62	-5.92168e-09
18.61	-5.98091e-09
18.6	-6.04128e-09
18.59	-6.10166e-09
18.58	-6.16229e-09
18.57	-6.22351e-09
18.56	-6.28623e-09
18.55	-6.34912e-09
18.54	-6.41229e-09
18.53	-6.47685e-09
18.52	-6.54157e-09
18.51	-6.60769e-09
18.5	-6.67335e-09
18.49	-6.73971e-09
18.48	-6.80723e-09
18.47	-6.87549e-09
18.46	-6.94438e-09
18.45	-7.01419e-09
18.44	-7.08429e-09
18.43	-7.15535e-09
18.42	-7.22749e-09
18.41	-7.29944e-09
18.4	-7.37226e-09
18.39	-7.44643e-09
18.38	-7.52071e-09
18.37	-7.59632e-09
18.36	-7.6723e-09
18.35	-7.74918e-09
18.34	-7.82659e-09
18.33	-7.90574e-09
18.32	-7.98414e-09
18.31	-8.06435e-09
18.3	-8.14571e-09
18.29	-8.22736e-09
18.28	-8.30999e-09
18.27	-8.39312e-09
18.26	-8.47676e-09
18.25	-8.56151e-09
18.24	-8.6473e-09
18.23	-8.73498e-09
18.22	-8.82253e-09
18.21	-8.91093e-09
18.2	-9.0002e-09
18.19	-9.08969e-09
18.18	-9.18106e-09
18.17	-9.2737e-09
18.16	-9.36637e-09
18.15	-9.46024e-09
18.14	-9.55498e-09
18.13	-9.65139e-09
18.12	-9.74732e-09
18.11	-9.84496e-09
18.1	-9.94495e-09
18.09	-1.00446e-08
18.08	-1.01444e-08
18.07	-1.02462e-08
18.06	-1.03492e-08
18.05	-1.0453e-08
18.04	-1.05577e-08
18.03	-1.06642e-08
18.02	-1.07706e-08
18.01	-1.08789e-08
18	-1.09881e-08
17.99	-1.10987e-08
17.98	-1.12097e-08
17.97	-1.13228e-08
17.96	-1.14361e-08
17.95	-1.15508e-08
17.94	-1.1667e-08
17.93	-1.17839e-08
17.92	-1.19019e-08
17.91	-1.20215e-08
17.9	-1.21427e-08
17.89	-1.22641e-08
17.88	-1.23876e-08
17.87	-1.25117e-08
17.86	-1.26366e-08
17.85	-1.27637e-08
